,Distance,Cell_Types,isADoublet,Group_Cluster
Cell_2250,0.999963518060219,3,FALSE,3
Cell_2257,0.999973858062771,3,FALSE,3
Cell_2261,0.999814092926238,3,FALSE,3
Cell_2271,0.999973858062771,3,FALSE,3
Cell_2275,0.999998462516839,3,FALSE,3
Cell_2281,0.999929762654425,3,FALSE,3
Cell_2287,0.999996683262993,3,FALSE,3
Cell_2291,0.999998314091887,3,FALSE,3
Cell_2299,0.99973691488986,3,FALSE,3
Cell_2308,0.999747107496392,3,FALSE,3
Cell_2311,0.999973858062771,3,FALSE,3
Cell_2314,0.999335539212617,3,FALSE,3
Cell_2324,0.999863659338683,3,FALSE,3
Cell_2337,0.996989508564134,3,FALSE,3
Cell_2339,0.999997974231103,3,FALSE,3
Cell_2343,0.999946427323808,3,FALSE,3
Cell_2345,0.999973858062771,3,FALSE,3
Cell_2349,0.999287350461956,1,FALSE,3
Cell_2355,0.999993596491449,3,FALSE,3
Cell_2370,0.999647168688849,3,FALSE,3
Cell_2374,0.999973858062771,3,FALSE,3
Cell_2386,0.99989667092644,3,FALSE,3
Cell_2390,0.999994188707208,3,FALSE,3
Cell_2391,0.999973858062771,3,FALSE,3
Cell_2395,0.999958959803897,3,FALSE,3
Cell_2396,0.999995961762376,3,FALSE,3
Cell_2401,0.999973858062771,3,FALSE,3
Cell_2414,0.999973858062771,3,FALSE,3
Cell_2416,0.999984993749896,3,FALSE,3
Cell_2420,0.999957326164351,3,FALSE,3
Cell_2422,0.999468712380833,3,FALSE,3
Cell_2423,0.999998407685287,3,FALSE,3
Cell_2432,0.99999839385592,3,FALSE,3
Cell_2433,0.99999839385592,3,FALSE,3
Cell_2437,0.999997266736336,3,FALSE,3
Cell_2440,0.999964979711828,3,FALSE,3
Cell_2467,0.999481387502439,3,FALSE,3
Cell_2470,0.999993897346896,3,FALSE,3
Cell_2484,0.999996941794315,3,FALSE,3
Cell_2486,0.999973858062771,3,FALSE,3
Cell_2490,0.999760694408625,3,FALSE,3
Cell_2491,0.999992966323824,3,FALSE,3
Cell_2499,0.999758649619823,3,FALSE,3
Cell_2501,0.99994637392402,3,FALSE,3
Cell_2504,0.997857032454207,7-8-1-3-5-one,TRUE,3
Cell_2526,0.999983010078118,3,FALSE,3
Cell_2532,0.999946779681205,3,FALSE,3
Cell_2534,0.999986565576813,3,FALSE,3
Cell_2535,0.999996176902941,3,FALSE,3
Cell_2541,0.999492026565155,3,FALSE,3
Cell_2556,0.999998429629125,3,FALSE,3
Cell_2566,0.999973858062771,3,FALSE,3
Cell_2572,0.999984072591818,3,FALSE,3
Cell_2575,0.999910539001081,3,FALSE,3
Cell_2576,0.999996322480967,3,FALSE,3
Cell_2584,0.999997632311481,3,FALSE,3
Cell_2593,0.999573708003535,3,FALSE,3
Cell_2594,0.999993407200904,3,FALSE,3
Cell_2607,0.999978621126433,3,FALSE,3
Cell_2608,0.999971239634106,3,FALSE,3
Cell_2621,0.999973513178146,3,FALSE,3
Cell_2622,0.998973026475718,3,FALSE,3
Cell_2628,0.999997266736336,3,FALSE,3
Cell_2629,0.999907989167147,3,FALSE,3
Cell_2633,0.999973858062771,3,FALSE,3
Cell_2646,0.999936713456148,3,FALSE,3
Cell_2654,0.999978388178893,3,FALSE,3
Cell_2656,0.999979397866893,3,FALSE,3
Cell_2660,0.999998010852813,3,FALSE,3
Cell_2667,0.999980773384708,3,FALSE,3
Cell_2679,0.999989743045621,3,FALSE,3
Cell_2681,0.999635913515563,3,FALSE,3
Cell_2686,0.999973858062771,3,FALSE,3
Cell_2692,0.999991328660521,3,FALSE,3
Cell_2695,0.999698601371073,3,FALSE,3
Cell_2698,0.999974738285939,3,FALSE,3
Cell_2699,0.999993718734108,3,FALSE,3
Cell_2701,0.999978998378771,3,FALSE,3
Cell_2702,0.999973858062771,3,FALSE,3
Cell_2723,0.999751287516312,3,FALSE,3
Cell_2724,0.999992637025972,3,FALSE,3
Cell_2728,0.997902068279275,3,FALSE,3
Cell_6,0.999482288020616,5-6-2-4-even,TRUE,4
Cell_8,0.955152241531205,5,FALSE,4
Cell_20,0.964067027088187,4,FALSE,4
Cell_32,0.999593017194875,5-6-2-4-two,TRUE,4
Cell_37,0.982626152143104,4,FALSE,4
Cell_39,0.996067849361949,5-6-2-4-even,TRUE,4
Cell_46,0.999696427243595,5-6-2-4-two,TRUE,4
Cell_52,0.994048791344411,5-6-2-4-even,TRUE,4
Cell_56,0.998165333045683,6,FALSE,4
Cell_65,0.973093578852233,5,FALSE,4
Cell_69,0.976056518320236,5,FALSE,4
Cell_70,0.988114832340995,4,FALSE,4
Cell_71,0.991425803568901,5-6-2-4-one,TRUE,4
Cell_83,0.999133879979811,2,FALSE,4
Cell_87,0.973667084332339,4,FALSE,4
Cell_93,0.978134092239467,5,FALSE,4
Cell_105,0.975512090903744,4,FALSE,4
Cell_107,0.993820862288403,4,FALSE,4
Cell_120,0.96522719273736,5-6-2-4-one,TRUE,4
Cell_121,0.98410042589863,5,FALSE,4
Cell_126,0.997290863428504,5-6-2-4-even,TRUE,4
Cell_128,0.997552546939366,5-6-2-4-even,TRUE,4
Cell_130,0.997971340652883,5-6-2-4-two,TRUE,4
Cell_140,0.999183493362321,2,FALSE,4
Cell_150,0.99016790405088,5-6-2-4-two,TRUE,4
Cell_157,0.980419006851531,4,FALSE,4
Cell_172,0.997638821797966,5-6-2-4-even,TRUE,4
Cell_177,0.998846006145991,2,FALSE,4
Cell_180,0.996903127195946,5-6-2-4-one,TRUE,4
Cell_191,0.958469481213252,4,FALSE,4
Cell_201,0.986960902812801,4,FALSE,4
Cell_206,0.872605382536376,4,FALSE,4
Cell_218,0.998349234778245,2,FALSE,4
Cell_225,0.99237771583578,4,FALSE,4
Cell_230,0.999426901780556,2,FALSE,4
Cell_234,0.852056235665379,5,FALSE,4
Cell_240,0.998752927071029,2,FALSE,4
Cell_242,0.992002947409352,5-6-2-4-even,TRUE,4
Cell_264,0.99779682819004,5-6-2-4-two,TRUE,4
Cell_271,0.999567236523385,5-6-2-4-two,TRUE,4
Cell_272,0.998833356221276,4,FALSE,4
Cell_286,0.998523224020014,5-6-2-4-even,TRUE,4
Cell_289,0.999123011590547,5-6-2-4-two,TRUE,4
Cell_294,0.955226032236991,5-6-2-4-one,TRUE,4
Cell_297,0.99406407643992,5-6-2-4-one,TRUE,4
Cell_302,0.993254481299364,4,FALSE,4
Cell_304,0.997081441557689,5-6-2-4-even,TRUE,4
Cell_306,0.997877406568049,5-6-2-4-even,TRUE,4
Cell_323,0.969188350410237,6,FALSE,4
Cell_330,0.999548432478509,2,FALSE,4
Cell_336,0.997052804083138,5-6-2-4-even,TRUE,4
Cell_353,0.998300862124447,2,FALSE,4
Cell_359,0.999097800664057,5-6-2-4-two,TRUE,4
Cell_369,0.901964069323223,5,FALSE,4
Cell_377,0.967918149046621,5,FALSE,4
Cell_378,0.998411689515762,4,FALSE,4
Cell_382,0.967037834397988,5,FALSE,4
Cell_413,0.994993761599012,5-6-2-4-even,TRUE,4
Cell_421,0.99954338030346,2,FALSE,4
Cell_424,0.999011282521623,2,FALSE,4
Cell_425,0.993777335939324,2,FALSE,4
Cell_431,0.994458799085936,5-6-2-4-one,TRUE,4
Cell_440,0.998751057334549,4,FALSE,4
Cell_441,0.989830375948456,5-6-2-4-even,TRUE,4
Cell_443,0.998692599213496,5-6-2-4-even,TRUE,4
Cell_467,0.946252615760121,4,FALSE,4
Cell_484,0.999609243704269,4,FALSE,4
Cell_486,0.999433878762808,5-6-2-4-two,TRUE,4
Cell_495,0.999185281612609,4,FALSE,4
Cell_496,0.996806082552516,4,FALSE,4
Cell_504,0.998733725100494,2,FALSE,4
Cell_508,0.998682970600552,5-6-2-4-two,TRUE,4
Cell_522,0.999619564954262,5-6-2-4-two,TRUE,4
Cell_542,0.997677391284771,2,FALSE,4
Cell_553,0.859743919293004,4,FALSE,4
Cell_565,0.998644056649276,5-6-2-4-even,TRUE,4
Cell_582,0.957741931035367,5,FALSE,4
Cell_603,0.999027691265167,5-6-2-4-two,TRUE,4
Cell_621,0.977110721938435,4,FALSE,4
Cell_625,0.996942532768964,5-6-2-4-two,TRUE,4
Cell_633,0.991496583737131,4,FALSE,4
Cell_642,0.998350311585968,5-6-2-4-two,TRUE,4
Cell_663,0.996911042905918,5-6-2-4-even,TRUE,4
Cell_670,0.990763905514633,6,FALSE,4
Cell_679,0.99629567827561,5-6-2-4-one,TRUE,4
Cell_680,0.999468617635778,2,FALSE,4
Cell_685,0.998422198534564,5-6-2-4-two,TRUE,4
Cell_713,0.865260093481938,5,FALSE,4
Cell_724,0.999773704375556,4,FALSE,4
Cell_729,0.997528181725672,2,FALSE,4
Cell_747,0.995386640424735,5-6-2-4-one,TRUE,4
Cell_750,0.998562610944194,5-6-2-4-two,TRUE,4
Cell_755,0.927568906592144,4,FALSE,4
Cell_779,0.996513161035851,4,FALSE,4
Cell_798,0.999235939934001,4,FALSE,4
Cell_807,0.997075197871715,4,FALSE,4
Cell_817,0.998588438460823,5-6-2-4-two,TRUE,4
Cell_819,0.938261029190853,4,FALSE,4
Cell_836,0.990480447699007,4,FALSE,4
Cell_845,0.98984764487377,4,FALSE,4
Cell_853,0.999480218908403,2,FALSE,4
Cell_854,0.938690191461555,4,FALSE,4
Cell_866,0.9984547293609,5-6-2-4-one,TRUE,4
Cell_868,0.996711335855612,5-6-2-4-two,TRUE,4
Cell_876,0.995791454666081,6,FALSE,4
Cell_878,0.853920276396124,5,FALSE,4
Cell_881,0.999631892601837,4,FALSE,4
Cell_893,0.990873321653443,4,FALSE,4
Cell_900,0.997132885290948,4,FALSE,4
Cell_909,0.779299383906972,5,FALSE,4
Cell_947,0.947259507054054,4,FALSE,4
Cell_953,0.990749986450835,4,FALSE,4
Cell_956,0.820794364510121,4,FALSE,4
Cell_966,0.998095151583807,5-6-2-4-one,TRUE,4
Cell_975,0.995396671207298,5-6-2-4-one,TRUE,4
Cell_989,0.97704245269899,4,FALSE,4
Cell_1008,0.847938570217605,4,FALSE,4
Cell_1012,0.992377356328115,4,FALSE,4
Cell_1025,0.995149425805128,5-6-2-4-even,TRUE,4
Cell_1028,0.997339236038651,2,FALSE,4
Cell_1042,0.997785758841207,5-6-2-4-even,TRUE,4
Cell_1044,0.871135872916774,4,FALSE,4
Cell_1053,0.997382833903961,5-6-2-4-one,TRUE,4
Cell_1056,0.942546408798874,4,FALSE,4
Cell_1059,0.997905400569558,5-6-2-4-one,TRUE,4
Cell_1061,0.995324000507181,7-8-1-3-6-2-4-two,TRUE,4
Cell_1064,0.993109805900918,2,FALSE,4
Cell_1067,0.985915425599807,6,FALSE,4
Cell_1098,0.999486163973102,5-6-2-4-two,TRUE,4
Cell_1113,0.892346645671846,5,FALSE,4
Cell_1120,0.997984034903561,5-6-2-4-even,TRUE,4
Cell_1143,0.943646471745514,5,FALSE,4
Cell_1160,0.996518059439563,5-6-2-4-one,TRUE,4
Cell_1164,0.994677666257891,5-6-2-4-one,TRUE,4
Cell_1176,0.997938842621244,5-6-2-4-two,TRUE,4
Cell_1178,0.994649722757305,6,FALSE,4
Cell_1182,0.997858736281728,5-6-2-4-two,TRUE,4
Cell_1184,0.897286118104254,4,FALSE,4
Cell_1191,0.999286124660013,5-6-2-4-two,TRUE,4
Cell_1195,0.986088853629806,4,FALSE,4
Cell_1212,0.999323640054135,4,FALSE,4
Cell_1219,0.950874238504844,4,FALSE,4
Cell_1223,0.849860299777487,5,FALSE,4
Cell_1227,0.995960068342305,4,FALSE,4
Cell_1232,0.828603823040752,4,FALSE,4
Cell_1249,0.998062661306078,5-6-2-4-even,TRUE,4
Cell_1254,0.955181181875935,4,FALSE,4
Cell_1257,0.999475224293018,5-6-2-4-even,TRUE,4
Cell_1275,0.967008801744108,4,FALSE,4
Cell_1279,0.998962500103734,5-6-2-4-even,TRUE,4
Cell_1285,0.998961458574767,5-6-2-4-even,TRUE,4
Cell_1289,0.987853575599771,4,FALSE,4
Cell_1300,0.880514904219285,5,FALSE,4
Cell_1302,0.999434078683434,5-6-2-4-even,TRUE,4
Cell_1310,0.969326958449235,4,FALSE,4
Cell_1315,0.997565787752539,4,FALSE,4
Cell_1318,0.998439636903738,5-6-2-4-even,TRUE,4
Cell_1338,0.999454756516879,2,FALSE,4
Cell_1340,0.881266236787026,5,FALSE,4
Cell_1347,0.999832247707101,5-6-2-4-two,TRUE,4
Cell_1362,0.994236981917554,5-6-2-4-even,TRUE,4
Cell_1363,0.836545242149759,5,FALSE,4
Cell_1366,0.996561371637348,4,FALSE,4
Cell_1369,0.939743139170323,7-8-1-3-5-two,TRUE,4
Cell_1372,0.975878139210056,4,FALSE,4
Cell_1392,0.997336311127717,5-6-2-4-even,TRUE,4
Cell_1400,0.825778129993171,5,FALSE,4
Cell_1405,0.998085444747973,6,FALSE,4
Cell_1452,0.99299606469334,4,FALSE,4
Cell_1454,0.99681486879198,6,FALSE,4
Cell_1460,0.999906841209113,2,FALSE,4
Cell_1461,0.996770875105961,5-6-2-4-one,TRUE,4
Cell_1471,0.998758178756649,2,FALSE,4
Cell_1472,0.994017081067501,4,FALSE,4
Cell_1476,0.993560453906954,5-6-2-4-one,TRUE,4
Cell_1478,0.998942582644888,4,FALSE,4
Cell_1482,0.998157498686609,2,FALSE,4
Cell_1487,0.997676539084368,5-6-2-4-one,TRUE,4
Cell_1491,0.998818304047776,2,FALSE,4
Cell_1494,0.813954301489711,5,FALSE,4
Cell_1509,0.905446225372187,4,FALSE,4
Cell_1511,0.999567877224861,2,FALSE,4
Cell_1513,0.995967949409623,5-6-2-4-one,TRUE,4
Cell_1514,0.996243439883621,5-6-2-4-one,TRUE,4
Cell_1520,0.977714099027513,6,FALSE,4
Cell_1538,0.998242241412913,4,FALSE,4
Cell_1549,0.99858327538109,5-6-2-4-two,TRUE,4
Cell_1580,0.959905846802815,4,FALSE,4
Cell_1588,0.997510598752639,5-6-2-4-even,TRUE,4
Cell_1592,0.988543343706793,9-6-2-4-two,TRUE,4
Cell_1593,0.922065508880178,5,FALSE,4
Cell_1596,0.994320756836282,5-6-2-4-two,TRUE,4
Cell_1597,0.997403960003428,2,FALSE,4
Cell_1600,0.998583873524042,9-6-2-4-two,TRUE,4
Cell_1608,0.987709313056773,5-6-2-4-even,TRUE,4
Cell_1614,0.999791779056359,2,FALSE,4
Cell_1615,0.990352928882829,5-6-2-4-even,TRUE,4
Cell_1619,0.997169636470486,5-6-2-4-one,TRUE,4
Cell_1620,0.9963324098239,5-6-2-4-one,TRUE,4
Cell_1621,0.97571720861791,6,FALSE,4
Cell_1653,0.863168814806272,4,FALSE,4
Cell_1657,0.991753354164838,4,FALSE,4
Cell_1660,0.888213813504957,4,FALSE,4
Cell_1669,0.996451259044943,4,FALSE,4
Cell_1674,0.999234867363476,5-6-2-4-even,TRUE,4
Cell_1675,0.935203349089289,4,FALSE,4
Cell_1680,0.98315988986252,5,FALSE,4
Cell_1688,0.968960656512501,4,FALSE,4
Cell_1693,0.847451478542483,4,FALSE,4
Cell_1703,0.992532685039653,5-6-2-4-even,TRUE,4
Cell_1712,0.870491030743151,4,FALSE,4
Cell_1719,0.965534727906951,5,FALSE,4
Cell_1724,0.997663558161539,4,FALSE,4
Cell_1725,0.897578154094347,5,FALSE,4
Cell_1735,0.948731345066303,4,FALSE,4
Cell_1749,0.79798298926819,4,FALSE,4
Cell_1757,0.97898642384755,4,FALSE,4
Cell_1764,0.997162427340314,5-6-2-4-even,TRUE,4
Cell_1765,0.995612190387597,9-6-2-4-two,TRUE,4
Cell_1766,0.99889120429501,5-6-2-4-one,TRUE,4
Cell_1771,0.966761550835258,4,FALSE,4
Cell_1772,0.986805843274062,4,FALSE,4
Cell_1788,0.996175325181539,4,FALSE,4
Cell_1791,0.996986102460914,6,FALSE,4
Cell_1792,0.996487729983889,4,FALSE,4
Cell_1794,0.998527358637271,5-6-2-4-even,TRUE,4
Cell_1803,0.996208898908262,5-6-2-4-even,TRUE,4
Cell_1804,0.997270390271296,2,FALSE,4
Cell_1813,0.87353203189549,4,FALSE,4
Cell_1834,0.975141824834045,4,FALSE,4
Cell_1854,0.83093410604467,4,FALSE,4
Cell_1875,0.954022100807665,5,FALSE,4
Cell_1877,0.995438201615577,4,FALSE,4
Cell_1883,0.997906880316468,5-6-2-4-one,TRUE,4
Cell_1891,0.79886689795786,5,FALSE,4
Cell_1902,0.929827334315387,4,FALSE,4
Cell_1906,0.792166421174063,4,FALSE,4
Cell_1910,0.997838868203951,5-6-2-4-one,TRUE,4
Cell_1915,0.989188781520527,6,FALSE,4
Cell_1921,0.983810475266317,4,FALSE,4
Cell_1925,0.976388969799968,4,FALSE,4
Cell_1935,0.846520332776683,4,FALSE,4
Cell_1958,0.938360060596759,5,FALSE,4
Cell_1965,0.825708768482823,4,FALSE,4
Cell_1969,0.977307265563369,4,FALSE,4
Cell_1981,0.945001457533938,4,FALSE,4
Cell_2024,0.998799590575954,4,FALSE,4
Cell_2030,0.998703246541466,4,FALSE,4
Cell_2036,0.955779098735529,4,FALSE,4
Cell_2039,0.997146553070335,5-6-2-4-even,TRUE,4
Cell_2079,0.942376582449973,4,FALSE,4
Cell_2084,0.99744129234076,6,FALSE,4
Cell_2090,0.843049373279487,5,FALSE,4
Cell_2104,0.966722563519493,4,FALSE,4
Cell_2122,0.999736093855835,5-6-2-4-two,TRUE,4
Cell_2131,0.799290405924817,9-6-2-4-one,TRUE,4
Cell_2132,0.991858668164181,4,FALSE,4
Cell_2150,0.938856880214347,4,FALSE,4
Cell_2166,0.993969391576819,2,FALSE,4
Cell_2170,0.973131312634989,5,FALSE,4
Cell_2178,0.930564024523058,4,FALSE,4
Cell_2183,0.844781172491543,5,FALSE,4
Cell_2214,0.855980682223398,5,FALSE,4
Cell_2215,0.999158492125005,5-6-2-4-two,TRUE,4
Cell_2222,0.998122484385149,5-6-2-4-even,TRUE,4
Cell_2228,0.99533462483546,5-6-2-4-one,TRUE,4
Cell_2229,0.998516675407066,5-6-2-4-two,TRUE,4
Cell_2242,0.999291167879895,5-6-2-4-two,TRUE,4
Cell_2259,0.831882457816145,5,FALSE,4
Cell_2272,0.997137797819503,5-6-2-4-even,TRUE,4
Cell_2278,0.996223320437721,5-6-2-4-one,TRUE,4
Cell_2282,0.998669921831003,5-6-2-4-two,TRUE,4
Cell_2283,0.820859206133278,4,FALSE,4
Cell_2284,0.964767620206058,4,FALSE,4
Cell_2292,0.918823655676325,5,FALSE,4
Cell_2294,0.929577899970607,4,FALSE,4
Cell_2295,0.986601169722628,4,FALSE,4
Cell_2302,0.932992876282469,4,FALSE,4
Cell_2307,0.850653611167647,4,FALSE,4
Cell_2310,0.88305959724947,5,FALSE,4
Cell_2325,0.985704661361872,5-6-2-4-even,TRUE,4
Cell_2326,0.956075357710183,5,FALSE,4
Cell_2328,0.998414249725451,2,FALSE,4
Cell_2368,0.998456996252119,5-6-2-4-one,TRUE,4
Cell_2375,0.992915972219101,4,FALSE,4
Cell_2389,0.948806013781877,4,FALSE,4
Cell_2397,0.996523882418957,5-6-2-4-even,TRUE,4
Cell_2398,0.999005341479365,5-6-2-4-even,TRUE,4
Cell_2402,0.988167108808129,4,FALSE,4
Cell_2403,0.994357574897834,4,FALSE,4
Cell_2419,0.998304177098176,5-6-2-4-two,TRUE,4
Cell_2424,0.999163883194293,4,FALSE,4
Cell_2443,0.869890222195711,5,FALSE,4
Cell_2450,0.870494896786458,5,FALSE,4
Cell_2458,0.99967438649569,2,FALSE,4
Cell_2502,0.999114195433891,5-6-2-4-two,TRUE,4
Cell_2509,0.995021511916013,5-6-2-4-even,TRUE,4
Cell_2513,0.90079073178525,4,FALSE,4
Cell_2537,0.981014951949169,4,FALSE,4
Cell_2542,0.978621190791899,4,FALSE,4
Cell_2546,0.997268635101936,5-6-2-4-even,TRUE,4
Cell_2550,0.998206382177868,5-6-2-4-even,TRUE,4
Cell_2560,0.884517623822716,4,FALSE,4
Cell_2565,0.944911258519306,5,FALSE,4
Cell_2568,0.998349482974834,2,FALSE,4
Cell_2586,0.997531853012193,4,FALSE,4
Cell_2598,0.885137818704566,4,FALSE,4
Cell_2606,0.980916266203891,4,FALSE,4
Cell_2615,0.997098577783734,5-6-2-4-even,TRUE,4
Cell_2623,0.997290441988942,5-6-2-4-even,TRUE,4
Cell_2625,0.929305713628639,4,FALSE,4
Cell_2635,0.994659103172649,4,FALSE,4
Cell_2639,0.993153795974573,4,FALSE,4
Cell_2652,0.998491337170825,5-6-2-4-even,TRUE,4
Cell_2663,0.998582289107686,4,FALSE,4
Cell_2669,0.933054336833504,4,FALSE,4
Cell_2683,0.999242216534163,5-6-2-4-two,TRUE,4
Cell_2691,0.986028837428101,4,FALSE,4
Cell_2703,0.944445599434776,4,FALSE,4
Cell_2706,0.889908185400759,4,FALSE,4
Cell_0,0.947250758093973,5,FALSE,5
Cell_7,0.99591525274081,2,FALSE,5
Cell_15,0.83366705822969,9-6-2-4-one,TRUE,5
Cell_28,0.768877698166829,7,FALSE,5
Cell_64,0.916779486827273,7,FALSE,5
Cell_66,0.935095459002162,5,FALSE,5
Cell_84,0.951222157027868,5,FALSE,5
Cell_85,0.915102831676492,5,FALSE,5
Cell_92,0.670616937421865,5-9-one,TRUE,5
Cell_94,0.950691911892124,5,FALSE,5
Cell_112,0.918789556322626,5,FALSE,5
Cell_115,0.937903191219325,5,FALSE,5
Cell_147,0.968276036306887,5,FALSE,5
Cell_156,0.852614858893678,7,FALSE,5
Cell_164,0.9691497989013,5,FALSE,5
Cell_165,0.996612283239487,5,FALSE,5
Cell_167,0.931792960942706,5,FALSE,5
Cell_176,0.948674587863579,5,FALSE,5
Cell_185,0.845569264070517,7,FALSE,5
Cell_188,0.78879903059454,5,FALSE,5
Cell_199,0.846494636288743,5,FALSE,5
Cell_216,0.863178795882616,5,FALSE,5
Cell_238,0.870375971760039,5,FALSE,5
Cell_248,0.950679684050208,5,FALSE,5
Cell_261,0.919111330422787,5,FALSE,5
Cell_279,0.828702730634397,7,FALSE,5
Cell_287,0.792146759372095,5,FALSE,5
Cell_308,0.810506116781171,5,FALSE,5
Cell_314,0.993826657587212,5,FALSE,5
Cell_319,0.929734773082962,5,FALSE,5
Cell_321,0.985853021999974,3,FALSE,5
Cell_327,0.891677875623337,5,FALSE,5
Cell_331,0.849155956533218,5,FALSE,5
Cell_332,0.932402566467685,5,FALSE,5
Cell_333,0.958648465166435,7,FALSE,5
Cell_354,0.960805968417252,5,FALSE,5
Cell_367,0.888365673127527,5,FALSE,5
Cell_372,0.99837660369213,7-8-1-3-5-two,TRUE,5
Cell_375,0.857316062007325,5,FALSE,5
Cell_376,0.766300572655736,4,FALSE,5
Cell_384,0.921190534433407,5,FALSE,5
Cell_396,0.867478048315294,5,FALSE,5
Cell_397,0.925736999426949,5,FALSE,5
Cell_423,0.942209170143493,5,FALSE,5
Cell_429,0.823462805077791,4,FALSE,5
Cell_430,0.835267561540893,5,FALSE,5
Cell_437,0.900575967263767,5,FALSE,5
Cell_438,0.932915140063304,5,FALSE,5
Cell_442,0.951590962201421,4,FALSE,5
Cell_450,0.87460525148565,5,FALSE,5
Cell_462,0.867982062932599,7,FALSE,5
Cell_466,0.999507164244631,5-6-2-4-two,TRUE,5
Cell_473,0.856581197127927,4,FALSE,5
Cell_474,0.786923759671602,5,FALSE,5
Cell_499,0.857842025910769,5,FALSE,5
Cell_505,0.884953471043763,5,FALSE,5
Cell_512,0.990305988510175,5,FALSE,5
Cell_513,0.988658853234182,5,FALSE,5
Cell_515,0.897175800067926,5,FALSE,5
Cell_523,0.928833372308752,5,FALSE,5
Cell_533,0.97979948973129,5,FALSE,5
Cell_539,0.943906239173115,5,FALSE,5
Cell_551,0.847638226932983,4,FALSE,5
Cell_556,0.821298471547299,10-9-two,TRUE,5
Cell_566,0.894686020370362,5,FALSE,5
Cell_569,0.856609914798207,5,FALSE,5
Cell_571,0.978929778509626,6,FALSE,5
Cell_577,0.872718727980542,5-6-2-4-one,TRUE,5
Cell_592,0.942449383908836,5,FALSE,5
Cell_597,0.892146945541583,5,FALSE,5
Cell_598,0.998007898432747,5-6-2-4-two,TRUE,5
Cell_616,0.919255012383442,5,FALSE,5
Cell_617,0.811797081051059,4,FALSE,5
Cell_630,0.969618597683359,7-8-1-3-5-two,TRUE,5
Cell_631,0.950353172241905,5,FALSE,5
Cell_632,0.935532596126714,5,FALSE,5
Cell_641,0.893074924158431,5,FALSE,5
Cell_647,0.989645798001402,7-8-1-3-5-two,TRUE,5
Cell_665,0.982495945173579,7,FALSE,5
Cell_676,0.900928979525494,5,FALSE,5
Cell_689,0.890657984908437,5,FALSE,5
Cell_699,0.835524142323853,7,FALSE,5
Cell_701,0.956216374927233,5,FALSE,5
Cell_718,0.868659758118705,5,FALSE,5
Cell_737,0.937218056418076,7-8-1-3-9-two,TRUE,5
Cell_757,0.86068471104656,7,FALSE,5
Cell_759,0.908591753512426,4,FALSE,5
Cell_763,0.954092714761223,5,FALSE,5
Cell_770,0.911362999043228,5,FALSE,5
Cell_771,0.956973395696109,7-8-1-3-6-2-4-even,TRUE,5
Cell_800,0.8264301057302,7-8-1-3-6-2-4-even,TRUE,5
Cell_823,0.88409448735375,7-8-1-3-6-2-4-two,TRUE,5
Cell_826,0.896372349771543,5,FALSE,5
Cell_829,0.944648025853988,5,FALSE,5
Cell_844,0.99451806737791,7,FALSE,5
Cell_847,0.926732815698611,5,FALSE,5
Cell_852,0.939041958327047,5,FALSE,5
Cell_867,0.983232881766642,5,FALSE,5
Cell_870,0.952105820649704,5,FALSE,5
Cell_886,0.886676222039547,5,FALSE,5
Cell_905,0.860363530209241,8,FALSE,5
Cell_906,0.92856007488061,5,FALSE,5
Cell_907,0.827524483113722,5,FALSE,5
Cell_922,0.942191158625505,5,FALSE,5
Cell_923,0.965691073871059,5,FALSE,5
Cell_929,0.802155192880809,4,FALSE,5
Cell_952,0.917593341092097,5,FALSE,5
Cell_959,0.890379181868625,5,FALSE,5
Cell_965,0.906126575706531,5,FALSE,5
Cell_972,0.973527454312522,5,FALSE,5
Cell_974,0.816940923656624,5,FALSE,5
Cell_994,0.989140080820668,5,FALSE,5
Cell_995,0.991997523277726,7,FALSE,5
Cell_999,0.990301684227185,5,FALSE,5
Cell_1013,0.924461901013161,5,FALSE,5
Cell_1021,0.80247733000192,5,FALSE,5
Cell_1023,0.969348346517598,5,FALSE,5
Cell_1036,0.984543232617576,5,FALSE,5
Cell_1037,0.937058652479208,5,FALSE,5
Cell_1046,0.934114879425998,5,FALSE,5
Cell_1060,0.878055762987888,5,FALSE,5
Cell_1071,0.922973876482183,5,FALSE,5
Cell_1095,0.945301592898683,5,FALSE,5
Cell_1108,0.993405308016197,5-6-2-4-even,TRUE,5
Cell_1109,0.961602597803716,7,FALSE,5
Cell_1110,0.895602202313244,7,FALSE,5
Cell_1115,0.996368101276963,6,FALSE,5
Cell_1118,0.965074869797728,5,FALSE,5
Cell_1125,0.941870516039353,5,FALSE,5
Cell_1128,0.898546203449099,7,FALSE,5
Cell_1145,0.966969812171306,7,FALSE,5
Cell_1149,0.943961014469161,5,FALSE,5
Cell_1150,0.979203982536217,5,FALSE,5
Cell_1165,0.950978170014898,5,FALSE,5
Cell_1172,0.683782230160727,5,FALSE,5
Cell_1186,0.831269544686158,5,FALSE,5
Cell_1187,0.814488820298843,4,FALSE,5
Cell_1209,0.934128417165513,5,FALSE,5
Cell_1211,0.945823948603486,5,FALSE,5
Cell_1225,0.941372623055301,4,FALSE,5
Cell_1226,0.995453014064984,7-8-1-3-5-two,TRUE,5
Cell_1228,0.867506924151641,5,FALSE,5
Cell_1238,0.808634511485486,5,FALSE,5
Cell_1247,0.883326435885917,5,FALSE,5
Cell_1259,0.978618473920137,5,FALSE,5
